ID,Title,Content,Post Type,Permalink,Image Featured,Tour Categories,tour_url,cancellation_policy,highlights,what_included,what_expect,additional_info,tour_adult_price,tour_rating,tour_location,tour_cancellation_policy,tour_address,_featured_image_url,Author Email
1002328,Lake Bled With Bled Castle Included,"Discover the 'Image of Paradise' in Bled, an Alpine resort town with an emerald-green lake, a fairytale-like island, and an imposing castle on a rocky cliff. Explore the castle and take a ""pletna"" boat to the charming island. Bled castle tickets are included for your convenience.",tours,https://visitslovenia.com/tours/lake-bled-with-bled-castle-included/,,Best Conversion|Bus Tours|Car Tours|City Tours|Day Trips|Half-day Tours|Small Group,https://www.viator.com/tours/Ljubljana/Bled-Sightseeing-Tour-from-Ljubljana/d5257-3312LJ_BLE,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span>Book your shared excursion to Lake Bled with Bled Castle tickets included</span></div>",<ul><li>Bled Castle Entrance Ticket</li><li>Sightseeing Tour of Bled</li><li>English-speaking guide/driver</li><li>Transportation with car/van</li><li>Pickup and drop-off service</li></ul>,,"<ul><li>Infants and small children can ride in a pram or stroller</li><li>Public transportation options are available nearby</li><li>Specialized infant seats are available</li><li>Travelers should have at least a moderate level of physical fitness</li><li>The minimum number of participants must apply. There is a possibility of cancellation after confirmation if there are not enough passengers to meet requirements. In the event of this occurring, you will be offered an alternative date/tour or full refund.</li><li>Appropriate footwear and dress needed for the excursion</li><li>You are required to specify the name of your hotel and contact telephone number during your stay in Slovenia. This is important information the tour operator requires in case you need to be contacted regarding changes in the tour departure times.</li><li>In the summer you can take bathing suits with you, to take a dip in the lake</li><li>Please be advised that due to the the winter season and the shorter daylight hours, a portion of our tour may be conducted after dark. Additionally, participants should be aware that the Pletna boat ride might not be available during our afternoon tours because of their winter schedule. We appreciate your understanding, we strive to provide the best experience possible regardless of the season.</li></ul>",95.17,4.6578946,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.",Ljubljana,https://visitslovenia.b-cdn.net/wp-content/uploads/tours/lake-bled-with-bled-castle-included-0.jpg,marcus@visit.network
1002329,Slovenian Culinary Experience In Ljubljana - Small Group - Tour,"You may not be able to name any Slovenian dishes before this 3,5 hours walking tour, but by the end, you’ll be well informed and full. This isn’t, however, just a food tour. Sample traditional dishes, washed down with up to four Slovenian wines, while your guide regales your group with Slovenian history and points out masterful architectural creations along the way. Numbers limited to 15 people on this small-group tour, ensuring personalised attention from your knowledgeable guide.",tours,https://visitslovenia.com/tours/slovenian-culinary-experience-in-ljubljana-small-group-tour/,,Best Conversion|Culinary Tours|Food &amp; Drink|Half-day Tours|Private and Luxury|Walking Tours|Wine Tastings|Wine Tours,https://www.viator.com/tours/Ljubljana/Ljubljana-Food-and-Wine-Walking-Tour/d5257-7125FOOD,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span></span></div>",<ul><li>Professional English speaking local guide</li><li>Wine tasting</li><li>Food tasting</li></ul>,,"<ul><li>Infants and small children can ride in a pram or stroller</li><li>Service animals allowed</li><li>Public transportation options are available nearby</li><li>Travelers should have at least a moderate level of physical fitness</li><li>IMPORTANT: Please inform us of any dietary restrictions or food allergies at least one day before the tour departure</li><li>Minimum numbers apply. There is a possibility of cancellation after confirmation if there are not enough passengers to meet requirements. In the event of this occurring, you will be offered an alternative or full refund. Minimum numbers for the tour to operate is 2.</li></ul>",96.3,4.7231407,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.",Ljubljana,https://visitslovenia.b-cdn.net/wp-content/uploads/tours/slovenian-culinary-experience-in-ljubljana-small-group-tour-0.jpg,marcus@visit.network
1002330,Ljubljana Small Group Food Walking Tour,"Taste your way across Ljubljana on this 3.5-hour small-group walking tour. In the company of a guide, sample delicious food, wine, craft beer, coffee, and desserts from local independent business. Your itinerary is personalized to your specific interests. Discover Ljubljana's history and contemporary vibe through cuisine, and eat like a local with a local.",tours,https://visitslovenia.com/tours/ljubljana-small-group-food-walking-tour/,,Culinary Tours|Food &amp; Drink|Half-day Tours|Likely To Sell Out|Private and Luxury|Small Group|Walking Tours,https://www.viator.com/tours/Ljubljana/Ljubljananjam-foodwalk/d5257-13383P1,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span>Guided 3,5-hour small group foodwalk in Ljubljana city centre with various tasting stops</span></div><div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span>Guided 3,5-hour small group foodwalk in Ljubljana city centre with various tasting stops</span></div>",<ul><li>Local guide</li><li>Wine tasting</li><li>Food & drink tasting</li><li>Beer tasting</li><li>Food tasting</li></ul>,,"<ul><li>Infants and small children can ride in a pram or stroller</li><li>Service animals allowed</li><li>Public transportation options are available nearby</li><li>Specialized infant seats are available</li><li>Suitable for all physical fitness levels</li><li>Please advise any specific dietary requirements at time of booking: vegetarian, vegan, gluten-free, lactose-free</li><li>A moderate amount of walking is involved (2-3 kilometres with regular food&drink stops in between)</li><li>Operates in all weather conditions, please dress appropriately</li><li>Minimum drinking age is 18 years</li><li>Minimum numbers apply. There is a possibility of cancellation after confirmation if there are not enough passengers to meet requirements (2 passengers). In the event of this occurring, you will be offered an alternative or full refund</li><li>Please check your spam folder if you do not receive any email from us. We send every guest a detailed description of our guide and meeting point.</li><li>Our meeting point depends on the starting time/day of the tour, therefore it varies. We will always inform you about the meeting spot in details prior to your tour. When you meet our guide, they will be wearing an orange LjubljanaYum pin. We always meet in front and NOT inside the location.</li></ul>",90.63,4.944,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.",Ljubljana,https://visitslovenia.b-cdn.net/wp-content/uploads/tours/ljubljana-small-group-food-walking-tour-0.jpg,marcus@visit.network
1002331,Lake Bled - An Alpine Pearl From Ljubljana,"Often described as the ‘Image of Paradise’, the Alpine resort town of Bled will enchant you with its emerald-green lake, fairytale-like island and imposing castle reigning on top of a rocky cliff. You will have a chance to visit the castle and to take the small boat named “pletna” to visit the small island in the middle of the lake.",tours,https://visitslovenia.com/tours/lake-bled-an-alpine-pearl-from-ljubljana/,,Bus Tours|Car Tours|Day Trips|Half-day Tours,https://www.viator.com/tours/Ljubljana/Lake-Bled-An-Alpine-Pearl/d5257-3312P41,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span></span></div>",<ul><li>Sightseeing tour of Lake Bled</li><li>Hotel pick up and drop-off service</li><li>Transportation </li><li>TAX</li><li>English speaking guide/driver</li><li>Organization </li></ul>,,"<ul><li>Wheelchair accessible</li><li>Public transportation options are available nearby</li><li>Specialized infant seats are available</li><li>Travelers should have at least a moderate level of physical fitness</li><li>Child rate applies only when sharing with 2 paying adults.</li><li>Children must be accompanied by an adult</li><li>The minimum number of participants must apply. There is a possibility of cancellation after confirmation if there are not enough passengers to meet requirements. In the event of this occurring, you will be offered an alternative date/tour or full refund.</li><li>Appropriate footwear and dress needed for the excursion</li><li>Local Contact Details: 00386 51 635 888</li><li>You are required to specify the name of your hotel and contact telephone number during your stay in Slovenia. This is important information the tour operator requires in case you need to be contacted regarding changes in the tour departure times.</li><li>In the summer you can take bathing suits with you, to take a dip in the lake</li><li>Please be advised that due to the the winter season and the shorter daylight hours, a portion of our tour may be conducted after dark. Additionally, participants should be aware that the Pletna boat ride might not be available during our afternoon tours because of their winter schedule. We appreciate your understanding, we strive to provide the best experience possible regardless of the season.</li></ul>",80.44,4.6685395,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.",Ljubljana,https://visitslovenia.b-cdn.net/wp-content/uploads/tours/lake-bled-an-alpine-pearl-from-ljubljana-0.jpg,marcus@visit.network
1002332,"Skocjan Unesco Caves And Piran Full Day Tour (small Group, Max. 8)","The beauty of the caves is enhanced by multi-coloured stalactites and stalagmites of various shapes including curtains and limestone pools. Walking through the cave you will enjoy many waterfalls and underground halls. In the afternoon part of the visit you will enjoy the scenic ride to the most charming town on the Slovenian coast – Piran. A walk through its narrow medieval streets wedged between beautiful houses, churches and squares will take you back to the medieval times. Take your time to enjoy the breeze that blows from the sea and to admire the main square named after a famous violinist and composer Giuseppe Tartini. You will certainly enjoy the small-town ideal to wander around for a coffee, cake, gelato or some good fresh seafood. 

Visit the Unesco heritage listed Škocjan caves, a majestic underground river canyon, and let it take you to world of fantasy. The exceptional volume of the underground canyon is what distinguishes the Škocjan Caves from other caves and places and is easily placed among the most famous underground features in the world. In the afternoon enjoy a scenic ride towards the Slovenian coast. Stop at Socerb castle for breath-taking views of the Slovenian coast and the Gulf of Trieste. Once in Piran you will discover the most romantic and picturesque coastal town. Piran is a tourist highlight of the Slovenian coast, strongly influenced by the old Venetian Republic. The main square is named after Giuseppe Tartini, a famous violinist and a composer who was born in Piran.   
",tours,https://visitslovenia.com/tours/skocjan-unesco-caves-and-piran-full-day-tour-small-group-max-8/,,Bus Tours|Day Trips|Full-day Tours|Historical Tours in Slovenia|Likely To Sell Out|Nature and Wildlife Tours|Private and Luxury|Small Group,https://www.viator.com/tours/Ljubljana/Skocjan-UNESCO-Caves-and-Piran/d5257-6993P9,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span></span></div>",<ul><li>Central Ljubljana meeting point</li><li>Comfortable transport by air-conditioned minivan </li><li>Professional English speaking guide </li></ul>,,"<ul><li>Public transportation options are available nearby</li><li>Specialized infant seats are available</li><li>Travelers should have at least a moderate level of physical fitness</li><li>Minimum numbers apply. There is a possibility of cancellation after confirmation if there are not enough passengers to meet requirements. In the event of this occurring, you will be offered an alternative or full refund.    </li><li>Not wheelchair accessible. </li><li>Please keep in mind that there are quite a few stairs in the cave, but you would do that in a fairly slow pace.</li><li>Small group tour - up to 8 people per van. </li><li>Warm and comfortable clothes and footwear are essential to visit the Škocjan caves (temperature in the cave is 12°C / 53 Fahrenheit).</li></ul>",115.56,4.866667,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.",Ljubljana,https://visitslovenia.b-cdn.net/wp-content/uploads/tours/skocjan-unesco-caves-and-piran-full-day-tour-small-group-max-8-0.jpg,marcus@visit.network
1002333,Traditional Slovenian Dinner And Show,"Ljubljana is one of the most charming capitals in Europe. It’s crammed with cobblestone streets and ancient buildings. And one of the best ways to get to know the culture is by attending this dinner and folk dance event. Feast on traditional Slovenian fare and sip wine while watching locals perform centuries-old folk dances. Learn & support LOCAL communities to preserve Slovenian folklore, take part in traditional games, and enjoy a special gift on the way out.",tours,https://visitslovenia.com/tours/traditional-slovenian-dinner-and-show/,,Costume Dress Up Experiences|Dance Lessons|Dining Experiences|Dinner|Food &amp; Drink|Fun &amp; Games|Likely To Sell Out|Restaurants,https://www.viator.com/tours/Ljubljana/Traditional-Slovenian-Dinner-and-Show/d5257-7010TRADITIONAL,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span>Duration: 2 hours: We allways say we will finish soon but then we have such a great time we forget time even exists.<br/>Local food & drink: We prepare our events in local restaurants that have allways fresh local ingredients for our guests.<br/>Historic restaurant location</span></div>",<ul><li>One glass of wine or juice</li><li>Souvenir</li><li>Live entertainment</li><li>3-course dinner</li><li>Welcome schnapps and dried fruit</li></ul>,,"<ul><li>Wheelchair accessible</li><li>Specialized infant seats are available</li><li>Suitable for all physical fitness levels</li><li>Vegetarian option is available, please advise at time of booking if required</li><li>Please advise any specific dietary requirements at time of booking</li><li>Restaurants are centrally located and vary according to the size of the group. The exact location will be advised at time of reconfirmation</li><li>Child rate applies only when sharing with 2 paying adults</li><li>Children must be accompanied by an adult</li><li>Infant rates apply</li><li>Dress code is smart casual</li><li>Please advise any specific dietary requirements at time of booking</li><li>Seats will not be known in advance</li></ul>",66.84,4.5514708,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.",Ljubljana,https://visitslovenia.b-cdn.net/wp-content/uploads/tours/traditional-slovenian-dinner-and-show-0.jpg,marcus@visit.network
1002334,Food & Wine Tour Ljubljana - Local Foodie Adventure In Slovenia,"Amusing, educational and above all tasty tour of Slovenian capital. Discover the best local food, delicious wines from various regions, learn about Slovenian traditions and explore the city’s rich cultural heritage. A great way to put your taste buds on a rollercoaster ride, as well as getting acquainted with main city attractions and other foodie travellers from around the world. 

Note that Christmas Market Food Tour is available only in December and duration is 2 hours. Tastings included are 5 and there are 3 wines or other beverages available.

Note that for the tour to operate minimum of 2 participants is required.
",tours,https://visitslovenia.com/tours/food-wine-tour-ljubljana-local-foodie-adventure-in-slovenia/,,Food &amp; Drink|Half-day Tours|Private Sightseeing Tours|Spring Break|Walking Tours|Wine Tastings|Wine Tours,https://www.viator.com/tours/Ljubljana/Food-Tour-Ljubljana/d5257-120205P1,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span></span></div><div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span>Duration: 2 hours<br/>Slovene traditional dishes</span></div>",<ul><li>7 delicious tastings</li><li>4 Slovenian wines</li></ul>,,<ul><li>Wheelchair accessible</li><li>Public transportation options are available nearby</li><li>Infants are required to sit on an adult’s lap</li><li>Not recommended for travelers with poor cardiovascular health</li><li>Suitable for all physical fitness levels</li></ul>,100.83,4.911215,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.",Ljubljana,https://visitslovenia.b-cdn.net/wp-content/uploads/tours/food-wine-tour-ljubljana-local-foodie-adventure-in-slovenia-0.jpg,marcus@visit.network
1002335,"Slovenian Highlights - Lake Bled, Postojna Cave & Predjama Castle From Ljubljana","This full-day tour will start in the heart of the Alps, where we will visit one of the largest natural attractions in Slovenia - Lake Bled. Besides the blue-green lake, we will be able to admire also the picturesque architecture of the Bled castle, which is built atop a cliff that rises above the lake. It is possible to reach the unique island in the middle of the lake using the traditional Pletna boat. Alternatively, you can decide for a leisurely stroll along the lakeshore, enjoying some of the most spectacular views of this picturesque lake. The road will then lead us to the Postojna cave, where we will observe one of the most famous karst caves in the world. While riding on the cave train, everyone will be fascinated by the cave's might and its karst phenomena. We will continue our trip and reach the unique and largest cave castle in the world - the Predjama Castle, which has been dominating perched high up in the cliff for 800 years.",tours,https://visitslovenia.com/tours/slovenian-highlights-lake-bled-postojna-cave-predjama-castle-from-ljubljana/,,Audio Guides|Bus Tours|Day Trips|Full-day Tours,https://www.viator.com/tours/Ljubljana/Slovenian-highlights-Lake-Bled-Postojna-Cave-and-Predjama-Castle-from-Ljubljana/d5257-240347P3,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span>Pickup included</span></div>",<ul><li>Discount on tickets for Postojna Cave and Predjama Castle (13% off through our tourist agency)</li><li>Hotel pick up and drop off</li><li>Professional English speaking guide</li><li>Transport by air-conditioned minivan</li></ul>,,<ul><li>Specialized infant seats are available</li><li>Suitable for all physical fitness levels</li></ul>,133.68,4.820513,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.",Ljubljana,https://visitslovenia.b-cdn.net/wp-content/uploads/tours/slovenian-highlights-lake-bled-postojna-cave-predjama-castle-from-ljubljana-0.jpg,marcus@visit.network
1002336,Ljubljana Bike Tour,"Cruise bicycle and SEE, FEEL & TASTE 
Positive Vibes, People, Places, Food, Art...

This locally guided bike experience is carefully prepared in hopes to see, feel and taste Ljubljana in one perfect day. Experience Ljubljana like never before through the eyes of local people, feel the culture, taste local food, visit art exhibitions, river canals, skyscraper etc.

See the best of Ljubljana's main sights whilst getting around and enjoying cycling through neighborhoods and local hidden spots. Explore some of the greats of Ljubljana's, history, architecture, monuments and ride through the picturesque Tivoli park and feel the wind in your hair by the beautiful canals of river Ljubljanica. 

You can simply relax in a small group as your local licensed tour guide will safely show you Ljubljana in the most fun and efficient possible way. We cycle to share our passion, culture, language, take photos, have fun and get an authentic feeling of the city.

Let's go for the extra (s)mile together!:)",tours,https://visitslovenia.com/tours/ljubljana-bike-tour/,,Best Conversion|Bike Tours|Food &amp; Drink|Mountain Bike Tours|Small Group,https://www.viator.com/tours/Ljubljana/Explore-Ljubljana-with-legendary-Pony-bike/d5257-240291P1,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span></span></div>",<ul><li>Professional licensed tour guide</li><li>Bottled water</li><li>Bicycle with a helmet.</li><li>Snacks</li></ul>,,<ul><li>Public transportation options are available nearby</li><li>Suitable for all physical fitness levels</li></ul>,39.65,4.8625,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.",Ljubljana,https://visitslovenia.b-cdn.net/wp-content/uploads/tours/ljubljana-bike-tour-0.jpg,marcus@visit.network
1002337,Bled Lake With Postojna Cave & Castle - Small Group - Day Trip From Ljubljana,"Enjoy the visit to the glacial Lake Bled, the Slovenian Karst at Postojna Cave and a tour of the fairy-tale medieval Predjama Castle on a day trip from Ljubljana. ",tours,https://visitslovenia.com/tours/bled-lake-with-postojna-cave-castle-small-group-day-trip-from-ljubljana/,,Bus Tours|Day Trips|Full-day Tours|Historical Tours in Slovenia|Likely To Sell Out|Small Group,https://www.viator.com/tours/Ljubljana/Bled-and-Postojna-Day-Tour-from-Ljubljana/d5257-7125P10,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span>Postojna Cave and Lake Bled: Small group tour to Postojna cave with Predjama castle (in the morning) and Lake Bled (afternoon) with guaranteed departures from Ljubljana.</span></div>",<ul><li>Local guide</li><li>Professional English speaking tour guide</li><li>Driver/guide</li><li>Air-conditioned vehicle</li></ul>,,<ul><li>Specialized infant seats are available</li><li>Infants and small children can ride in a pram or stroller</li><li>Public transportation options are available nearby</li><li>Suitable for all physical fitness levels</li><li>In Winter season (1.11. - 31.3.) we change the itinerary and start with Postojna CAve tour and continue with Bled Lake in the afternoon</li></ul>,135.95,4.6666665,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.",Ljubljana,https://visitslovenia.b-cdn.net/wp-content/uploads/tours/bled-lake-with-postojna-cave-castle-small-group-day-trip-from-ljubljana-0.jpg,marcus@visit.network
1002338,Ljubljana Private Walking Tour With A Local,"This tour is definitely different for many reasons: 
- it is run by locals and locals only. We are not only licensed tour guides but have also lived in Ljubljana for decades and know the city like our own pocket. 
- most of the guides have high formal education, and are glad to explain more also about economy, art, politics, contemporary social issues and how people of Slovenia live today.
- the tour is a private tour. Which means we dedicate our time and knowledge to you and to you only. It also means you do not have to share the attention and squeeze with 30 other tourists, which often happens at ""free"" or other non-private tours.
- we are aware of negative impacts of tourism on local environment. We will always present you locally made products and not products of multinational companies and will introduce you to sustainable tourism practices in Ljubljana.
- the tour can be customized.
- we will not bore you with numbers and years of every laid brick. The tour is also fun :). ",tours,https://visitslovenia.com/tours/ljubljana-private-walking-tour-with-a-local/,,Cultural Tours|Historical Tours in Slovenia|Private and Luxury|Private Sightseeing Tours|Walking Tours,https://www.viator.com/tours/Ljubljana/Ljubljana-walking-tour/d5257-179983P1,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span></span></div>",<ul><li>Tour Guide</li></ul>,,<ul><li>Wheelchair accessible</li><li>Infants and small children can ride in a pram or stroller</li><li>Service animals allowed</li><li>Public transportation options are available nearby</li><li>Specialized infant seats are available</li><li>Transportation options are wheelchair accessible</li><li>All areas and surfaces are wheelchair accessible</li><li>Suitable for all physical fitness levels</li></ul>,62.31,4.959596,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.",Ljubljana,https://visitslovenia.b-cdn.net/wp-content/uploads/tours/ljubljana-private-walking-tour-with-a-local-0.jpg,marcus@visit.network
1002339,Private Tour Of Venice From Ljubljana,"Venice – the city of canals is the most romantic and one of the most fameous cities in the world. You will never forget the visit of the lovely squares, canals, bridges and amazing palaces. It will remain in your mind forever. ",tours,https://visitslovenia.com/tours/private-tour-of-venice-from-ljubljana/,,Archaeology Tours|Bus Tours|Day Trips|Full-day Tours|Historical Tours in Slovenia|Private Sightseeing Tours|Walking Tours,https://www.viator.com/tours/Ljubljana/Venice-from-Ljubljana/d5257-123341P15,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span>Pickup included</span></div>",<ul><li>Tour Guide</li><li>Return water bus ticket</li></ul>,,<ul><li>Service animals allowed</li><li>Public transportation options are available nearby</li><li>Specialized infant seats are available</li><li>Suitable for all physical fitness levels</li></ul>,407.85,5,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.",Ljubljana,https://visitslovenia.b-cdn.net/wp-content/uploads/tours/private-tour-of-venice-from-ljubljana-0.jpg,marcus@visit.network
1002340,Ljubljana: Postojna Cave & Predjama Castle Small Group Tour,"Visit two of Slovenia’s top attractions in one afternoon on this small-group, half-day tour from Ljubljana. Begin at Predjama Castle, perched on a cliff high above the beautiful Inner Carniola region. Explore the chambers and stairwells and learn about the castle’s most famous resident, Erazem of Predjama. Then, continue to Postojna Cave. Ride a mini-train deep into the famous cave and tour the ethereal network of stalactites, stalagmites and caverns with a local guide. Numbers limited to eight people, ensuring a personalized experience. 

Postojna Cave is the best-known cave in the world. It is also the greatest tourist attraction in Slovenia and one of the world's largest Karst monuments and it is a must-see attraction when visiting Slovenia. You will start the tour with a unique and adventurous ride with a special train in one of the most diverse cave systems in the world, with 21 km of passages, galleries and magnificent halls, which offer an unparalleled experience of the underground world and a large diversity of underground animals – including the world-famous human fish (proteus anguinus). Beside Postojna Cave you will also have the chance to visit Predjama Castle. Our guide will show you this magnificent medieval castle perched high up in a vertical cliff in the idyllic village of Predjama. It is an interesting and romantic sight throughout the year: in the spring and summer its surroundings are abundant with blossoms and flowers, in the autumn it is clad in the colours of surrounding forests and it is at its most enchanting in the winter when the surrounding area is covered in snow.   
",tours,https://visitslovenia.com/tours/ljubljana-postojna-cave-predjama-castle-small-group-tour/,,Archaeology Tours|Bus Tours|Car Tours|City Tours|Day Trips|Half-day Tours|Small Group,https://www.viator.com/tours/Ljubljana/Predjama-Castle-and-Postojna-Cave-Tour-from-Ljubljana/d5257-6993CAVECASTLE,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span></span></div>",<ul><li>Central Ljubljana meeting point</li><li>Comfortable transport by air-conditioned minivan</li><li>Professional English speaking guide </li></ul>,,"<ul><li>Travelers should have at least a moderate level of physical fitness</li><li>Minimum numbers apply. There is a possibility of cancellation after confirmation if there are not enough passengers to meet requirements. In the event of this occurring, you will be offered an alternative or full refund.    </li><li>Not wheelchair accessible. </li><li>Please keep in mind that there are quite a few stairs at the Predjama castle, but you would do that in a fairly slow pace.</li><li>Small group tour - up to 8 people per van. </li><li>Warm and comfortable clothes and footwear are essential to visit the Postojna cave (temperature in the cave is 9°C / 48 Fahrenheit).</li></ul>",79.3,4.804348,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.",Ljubljana,https://visitslovenia.b-cdn.net/wp-content/uploads/tours/ljubljana-postojna-cave-predjama-castle-small-group-tour-0.jpg,marcus@visit.network
1002341,Ljubljana: Lake Bled & Triglav National Park (small Group),"Do you like lakes and unspoiled nature? If your answer is yes, then this is certainly a trip for you! 

In a day trip you will explore the magical Alpine lakes of Bled and Bohinj and feel the mountainous charms of Slovenia’s Alpine region. A walk around Lake Bled and a ride with traditional “pletna” boat to little Bled Island is the perfect combination to see the beautiful nature and the city. You can admire and explore Bled Castle perched on a cliff above the lake and once on top enjoy a cup of coffee with the most famous dessert in Slovenia “Kremsnita” (vanilla cream cake) or try scrumptious ""potica"" nut cake. Be amazed by the beauty of Vintgar Gorge where a wooden path will take you along the picturesque gorge with the rushing river Radovna and vertical rocks. In Bohinj you will be surrounded by the high mountains reflecting in Bohinj lake and you will have the chance to explore and feel the relaxed life of small alpine villages such as Ribicev Laz and Ukanc. 

This day trip takes you to Lake Bled, one of the most popular tourist attractions in Slovenia. Enjoy the marvellous views of the lake from Bled castle, one of Slovenia’s oldest castles, and from the traditional ‘pletna’ boat, which brings you to the picturesque island on Lake Bled. Not far from Bled is the Pokljuka plateau, covered in amazing forests that are a part of Triglav National Park which stretches all the way to Bohinj Lake, an absolute gem nested in the heart of the Julian Alps. Pokljuka is also famous for its Biathlon Centre, where some of our best athletes train in the winter time. Exploring Bohinj lake you will quickly see why the Slovenians call it the gem of the Julian Alps. The glacial lake Bohinj is considered the most beautiful place in Slovenia. It is the country’s center of eco- tourism and outdoor adventures. It is the largest and most beautiful Alpine lake in Slovenia. Being part of the Triglav national park, Bohinj will impress you with its natural beauty and its serene peacefulness and you will surely vow to return.  

You will also visit Bled Vintgar Gorge, deeply carved into the limestone by the Radovna river, which you can follow on a 1.6 km path full of bridges and galleries that show you the truly remarkable landscape of the gorge.  
",tours,https://visitslovenia.com/tours/ljubljana-lake-bled-triglav-national-park-small-group/,,Bus Tours|Cultural Tours|Day Trips|Full-day Tours|Historical Tours in Slovenia|Nature and Wildlife Tours|Private and Luxury|Small Group,https://www.viator.com/tours/Ljubljana/Alpine-Lakes-Lake-Bled-and-Triglav-National-Park-Tour/d5257-6993P17,"For a full refund, cancel at least 24 hours before the scheduled departure time.","<div class=""d-flex d-md-inline-flex align-items-center mr-md-4 pb-2 pt-2""><span></span></div>",<ul><li>Comfortable transport by air-conditioned minivan</li><li>Professional English speaking guide </li><li>Central Ljubljana or Bled meeting point</li></ul>,,"<ul><li>Specialized infant seats are available</li><li>Travelers should have at least a moderate level of physical fitness</li><li>Minimum numbers apply. There is a possibility of cancellation after confirmation if there are not enough passengers to meet requirements. In the event of this occurring, you will be offered an alternative or full refund.    </li><li>Not wheelchair accessible. </li><li>Please keep in mind that there are quite a few stairs at the Bled island and Bled castle, but you would do that in a fairly slow pace.</li><li>Small group tour - up to 8 people per van. </li></ul>",113.29,4.9452057,SILJU,"For a full refund, cancel at least 24 hours before the scheduled departure time.",Ljubljana,https://visitslovenia.b-cdn.net/wp-content/uploads/tours/ljubljana-lake-bled-triglav-national-park-small-group-0.jpg,marcus@visit.network
